vin	Ix(U1:SOURCE)
3.939999999999960e+00	1.019768e-08
3.949999999999960e+00	1.018466e-08
3.959999999999960e+00	1.017162e-08
3.969999999999959e+00	1.015856e-08
3.979999999999959e+00	1.014547e-08
3.989999999999959e+00	1.013236e-08
3.999999999999959e+00	1.011922e-08
4.009999999999959e+00	1.010605e-08
4.019999999999959e+00	1.009286e-08
4.029999999999959e+00	1.007964e-08
4.039999999999958e+00	1.006640e-08
4.049999999999958e+00	1.005313e-08
4.059999999999958e+00	1.003984e-08
4.069999999999958e+00	1.002651e-08
4.079999999999957e+00	1.001317e-08
4.089999999999957e+00	9.999789e-09
4.099999999999957e+00	9.986384e-09
4.109999999999957e+00	9.972952e-09
4.119999999999957e+00	9.959493e-09
4.129999999999956e+00	9.946005e-09
4.139999999999956e+00	9.932488e-09
4.149999999999956e+00	9.918943e-09
4.159999999999956e+00	9.905369e-09
4.169999999999956e+00	9.891766e-09
4.179999999999955e+00	9.878133e-09
4.189999999999955e+00	9.864470e-09
4.199999999999955e+00	9.850777e-09
4.209999999999955e+00	9.837055e-09
4.219999999999954e+00	9.823300e-09
4.229999999999954e+00	9.809517e-09
4.239999999999954e+00	9.795701e-09
4.249999999999954e+00	9.781854e-09
4.259999999999954e+00	9.767975e-09
4.269999999999953e+00	9.754063e-09
4.279999999999953e+00	9.740120e-09
4.289999999999953e+00	9.726143e-09
4.299999999999953e+00	9.712134e-09
4.309999999999953e+00	9.698091e-09
4.319999999999952e+00	9.684014e-09
4.329999999999952e+00	9.669903e-09
4.339999999999952e+00	9.655757e-09
4.349999999999952e+00	9.641577e-09
4.359999999999951e+00	9.627361e-09
4.369999999999951e+00	9.613109e-09
4.379999999999951e+00	9.598822e-09
4.389999999999951e+00	9.584498e-09
4.399999999999951e+00	9.570137e-09
4.409999999999950e+00	9.555738e-09
4.419999999999950e+00	9.541301e-09
4.429999999999950e+00	9.526826e-09
4.439999999999950e+00	9.512313e-09
4.449999999999950e+00	9.497760e-09
4.459999999999949e+00	9.483168e-09
4.469999999999949e+00	9.468535e-09
4.479999999999949e+00	9.453862e-09
4.489999999999949e+00	9.439147e-09
4.499999999999948e+00	9.424390e-09
4.509999999999948e+00	9.409591e-09
4.519999999999948e+00	9.394750e-09
4.529999999999948e+00	9.379864e-09
4.539999999999948e+00	9.364935e-09
4.549999999999947e+00	9.349961e-09
4.559999999999947e+00	9.334941e-09
4.569999999999947e+00	9.319875e-09
4.579999999999947e+00	9.304762e-09
4.589999999999947e+00	9.289603e-09
4.599999999999946e+00	9.274395e-09
4.609999999999946e+00	9.259137e-09
4.619999999999946e+00	9.243830e-09
4.629999999999946e+00	9.228470e-09
4.639999999999946e+00	9.213060e-09
4.649999999999945e+00	9.197595e-09
4.659999999999945e+00	9.182075e-09
4.669999999999945e+00	9.166498e-09
4.679999999999945e+00	9.150861e-09
4.689999999999944e+00	9.135162e-09
4.699999999999944e+00	9.119397e-09
4.709999999999944e+00	9.103559e-09
4.719999999999944e+00	9.087641e-09
4.729999999999944e+00	9.071631e-09
4.739999999999943e+00	9.055515e-09
4.749999999999943e+00	9.039269e-09
4.759999999999943e+00	9.022861e-09
4.769999999999943e+00	9.006243e-09
4.779999999999943e+00	8.989346e-09
4.789999999999942e+00	8.972069e-09
4.799999999999942e+00	8.954264e-09
4.809999999999942e+00	8.935716e-09
4.819999999999942e+00	8.916108e-09
4.829999999999941e+00	8.894976e-09
4.839999999999941e+00	8.871640e-09
4.849999999999941e+00	8.845098e-09
4.859999999999941e+00	8.813083e-09
4.869999999999941e+00	8.772500e-09
4.879999999999940e+00	8.719427e-09
4.889999999999940e+00	8.648164e-09
4.899999999999940e+00	8.550482e-09
4.909999999999940e+00	8.414588e-09
4.919999999999940e+00	8.223769e-09
4.929999999999939e+00	7.954724e-09
4.939999999999939e+00	7.575702e-09
4.949999999999939e+00	7.044824e-09
4.959999999999939e+00	6.309257e-09
4.969999999999938e+00	5.306195e-09
4.979999999999938e+00	3.966382e-09
4.989999999999938e+00	2.219902e-09
5.000000000000000e+00	2.435064e-12
