Freq.	V(vout)
8.12830516164092e+002	(-6.80020766070107e-004dB,-3.30497009511304e-003°)
8.31763771102664e+002	(-6.80000983074365e-004dB,-3.38195274685430e-003°)
8.51138038202369e+002	(-6.79980267740176e-004dB,-3.46072855553960e-003°)
8.70963589956073e+002	(-6.79958576120667e-004dB,-3.54133928920512e-003°)
8.91250938133738e+002	(-6.79935862209967e-004dB,-3.62382768879252e-003°)
9.12010839355902e+002	(-6.79912077818797e-004dB,-3.70823749081147e-003°)
9.33254300796983e+002	(-6.79887172510820e-004dB,-3.79461345052956e-003°)
9.54992586021428e+002	(-6.79861093444481e-004dB,-3.88300136570233e-003°)
9.77237220955802e+002	(-6.79833785316101e-004dB,-3.97344810085663e-003°)
9.99999999999991e+002	(-6.79805190189186e-004dB,-4.06600161213851e-003°)
1.02329299228075e+003	(-6.79775247422093e-004dB,-4.16071097274151e-003°)
1.04712854805089e+003	(-6.79743893487684e-004dB,-4.25762639892545e-003°)
1.07151930523760e+003	(-6.79711061894250e-004dB,-4.35679927664315e-003°)
1.09647819614318e+003	(-6.79676682994558e-004dB,-4.45828218878573e-003°)
1.12201845430195e+003	(-6.79640683866263e-004dB,-4.56212894306388e-003°)
1.14815362149687e+003	(-6.79602988150855e-004dB,-4.66839460053756e-003°)
1.17489755493952e+003	(-6.79563515893568e-004dB,-4.77713550481108e-003°)
1.20226443461740e+003	(-6.79522183362072e-004dB,-4.88840931190783e-003°)
1.23026877081237e+003	(-6.79478902891205e-004dB,-5.00227502084091e-003°)
1.25892541179416e+003	(-6.79433582674662e-004dB,-5.11879300489623e-003°)
1.28824955169312e+003	(-6.79386126579831e-004dB,-5.23802504364392e-003°)
1.31825673855640e+003	(-6.79336433953944e-004dB,-5.36003435569535e-003°)
1.34896288259164e+003	(-6.79284399384911e-004dB,-5.48488563222407e-003°)
1.38038426460287e+003	(-6.79229912495902e-004dB,-5.61264507126630e-003°)
1.41253754462274e+003	(-6.79172857724495e-004dB,-5.74338041282184e-003°)
1.44543977074591e+003	(-6.79113114042037e-004dB,-5.87716097477114e-003°)
1.47910838816819e+003	(-6.79050554728943e-004dB,-6.01405768963065e-003°)
1.51356124843619e+003	(-6.78985047087297e-004dB,-6.15414314216293e-003°)
1.54881661891247e+003	(-6.78916452162149e-004dB,-6.29749160786395e-003°)
1.58489319246110e+003	(-6.78844624458935e-004dB,-6.44417909234624e-003°)
1.62181009735891e+003	(-6.78769411620415e-004dB,-6.59428337164005e-003°)
1.65958690743754e+003	(-6.78690654110338e-004dB,-6.74788403343307e-003°)
1.69824365246173e+003	(-6.78608184876877e-004dB,-6.90506251927041e-003°)
1.73780082874936e+003	(-6.78521828982289e-004dB,-7.06590216773869e-003°)
1.77827941003891e+003	(-6.78431403260563e-004dB,-7.23048825865498e-003°)
1.81970085860997e+003	(-6.78336715912366e-004dB,-7.39890805828628e-003°)
1.86208713666285e+003	(-6.78237566076849e-004dB,-7.57125086562125e-003°)
1.90546071796323e+003	(-6.78133743460358e-004dB,-7.74760805972082e-003°)
1.94984459975803e+003	(-6.78025027833014e-004dB,-7.92807314817164e-003°)
1.99526231496886e+003	(-6.77911188597627e-004dB,-8.11274181666788e-003°)
2.04173794466951e+003	(-6.77791984285318e-004dB,-8.30171197974880e-003°)
2.08929613085402e+003	(-6.77667162044384e-004dB,-8.49508383271787e-003°)
2.13796208950221e+003	(-6.77536457110846e-004dB,-8.69295990477139e-003°)
2.18776162394953e+003	(-6.77399592246202e-004dB,-8.89544511336546e-003°)
2.23872113856832e+003	(-6.77256277143362e-004dB,-9.10264681984886e-003°)
2.29086765276775e+003	(-6.77106207801716e-004dB,-9.31467488639175e-003°)
2.34422881531990e+003	(-6.76949065914741e-004dB,-9.53164173424260e-003°)
2.39883291901947e+003	(-6.76784518156346e-004dB,-9.75366240333938e-003°)
2.45470891568501e+003	(-6.76612215500012e-004dB,-9.98085461331220e-003°)
2.51188643150955e+003	(-6.76431792472346e-004dB,-1.02133388259059e-002°)
2.57039578276884e+003	(-6.76242866369027e-004dB,-1.04512383088573e-002°)
2.63026799189535e+003	(-6.76045036452427e-004dB,-1.06946792012606e-002°)
2.69153480392689e+003	(-6.75837883103911e-004dB,-1.09437905804559e-002°)
2.75422870333814e+003	(-6.75620966915373e-004dB,-1.11987045304760e-002°)
2.81838293126442e+003	(-6.75393827783672e-004dB,-1.14595562120884e-002°)
2.88403150312658e+003	(-6.75155983910553e-004dB,-1.17264839344684e-002°)
2.95120922666635e+003	(-6.74906930804497e-004dB,-1.19996292285436e-002°)
